"grade","prob","oper","op1","op2","op1type","op2type","opTypes","opSubTypes","op1val","op2val"
"5","7 3/8-2 7/9","-","7 3/8","2 7/9","mixed","mixed","rational","fraction",7.375,2.77777777777778
"5","4 1/2-3 5/6","-","4 1/2","3 5/6","mixed","mixed","rational","fraction",4.5,3.83333333333333
"5","9-3 7/8","-","9","3 7/8","whole","mixed","rational","fraction",9,3.875
"5","2 1/6-1 2/7","-","2 1/6","1 2/7","mixed","mixed","rational","fraction",2.16666666666667,1.28571428571429
"5","8-6 1/9","-","8","6 1/9","whole","mixed","rational","fraction",8,6.11111111111111
"5","9 1/4-3 2/3","-","9 1/4","3 2/3","mixed","mixed","rational","fraction",9.25,3.66666666666667
"5","2/3*18","*","2/3","18","fraction","whole","rational","fraction",0.666666666666667,18
"5","2/5*15","*","2/5","15","fraction","whole","rational","fraction",0.4,15
"5","2/3*6","*","2/3","6","fraction","whole","rational","fraction",0.666666666666667,6
"5","5/8*24","*","5/8","24","fraction","whole","rational","fraction",0.625,24
"5","3/4*24","*","3/4","24","fraction","whole","rational","fraction",0.75,24
"5","4/7*21","*","4/7","21","fraction","whole","rational","fraction",0.571428571428571,21
"5","7/8*16","*","7/8","16","fraction","whole","rational","fraction",0.875,16
"5","6/10*10","*","6/10","10","fraction","whole","rational","fraction",0.6,10
"5","2/3*9","*","2/3","9","fraction","whole","rational","fraction",0.666666666666667,9
"5","1/6*18","*","1/6","18","fraction","whole","rational","fraction",0.166666666666667,18
"5","4/5*10","*","4/5","10","fraction","whole","rational","fraction",0.8,10
"5","5/12*3","*","5/12","3","fraction","whole","rational","fraction",0.416666666666667,3
"5","9*1/3","*","9","1/3","whole","fraction","rational","fraction",9,0.333333333333333
"5","7/8*4","*","7/8","4","fraction","whole","rational","fraction",0.875,4
"5","2/5*5","*","2/5","5","fraction","whole","rational","fraction",0.4,5
"5","7*2/3","*","7","2/3","whole","fraction","rational","fraction",7,0.666666666666667
"5","3/8*4","*","3/8","4","fraction","whole","rational","fraction",0.375,4
"5","7*5/6","*","7","5/6","whole","fraction","rational","fraction",7,0.833333333333333
"5","5/12*6","*","5/12","6","fraction","whole","rational","fraction",0.416666666666667,6
"5","9*2/3","*","9","2/3","whole","fraction","rational","fraction",9,0.666666666666667
"5","4*7/8","*","4","7/8","whole","fraction","rational","fraction",4,0.875
"5","5/9*12","*","5/9","12","fraction","whole","rational","fraction",0.555555555555556,12
"5","2/3*5","*","2/3","5","fraction","whole","rational","fraction",0.666666666666667,5
"5","6*2/3","*","6","2/3","whole","fraction","rational","fraction",6,0.666666666666667
"5","5/7*4","*","5/7","4","fraction","whole","rational","fraction",0.714285714285714,4
"5","3/5*11","*","3/5","11","fraction","whole","rational","fraction",0.6,11
"5","3*3/4","*","3","3/4","whole","fraction","rational","fraction",3,0.75
"5","5/8*3","*","5/8","3","fraction","whole","rational","fraction",0.625,3
"5","2/9*3","*","2/9","3","fraction","whole","rational","fraction",0.222222222222222,3
"5","4/5*10","*","4/5","10","fraction","whole","rational","fraction",0.8,10
"5","3/4*9","*","3/4","9","fraction","whole","rational","fraction",0.75,9
"5","8*5/6","*","8","5/6","whole","fraction","rational","fraction",8,0.833333333333333
"5","7*1/2","*","7","1/2","whole","fraction","rational","fraction",7,0.5
"5","2/5*6","*","2/5","6","fraction","whole","rational","fraction",0.4,6
"5","9*2/3","*","9","2/3","whole","fraction","rational","fraction",9,0.666666666666667
"5","3/10*9","*","3/10","9","fraction","whole","rational","fraction",0.3,9
"5","2/3*1/5","*","2/3","1/5","fraction","fraction","rational","fraction",0.666666666666667,0.2
"5","1/2*5/6","*","1/2","5/6","fraction","fraction","rational","fraction",0.5,0.833333333333333
"5","3/5*1/3","*","3/5","1/3","fraction","fraction","rational","fraction",0.6,0.333333333333333
"5","3/4*1/6","*","3/4","1/6","fraction","fraction","rational","fraction",0.75,0.166666666666667
"5","4/5*1/2","*","4/5","1/2","fraction","fraction","rational","fraction",0.8,0.5
"5","3/4*1/3","*","3/4","1/3","fraction","fraction","rational","fraction",0.75,0.333333333333333
"5","3/8*2/3","*","3/8","2/3","fraction","fraction","rational","fraction",0.375,0.666666666666667
"5","3/5*3/5","*","3/5","3/5","fraction","fraction","rational","fraction",0.6,0.6
"5","6*3/8","*","6","3/8","whole","fraction","rational","fraction",6,0.375
"5","3/8*8/9","*","3/8","8/9","fraction","fraction","rational","fraction",0.375,0.888888888888889
"5","2/3*27","*","2/3","27","fraction","whole","rational","fraction",0.666666666666667,27
"5","5/12*3/5","*","5/12","3/5","fraction","fraction","rational","fraction",0.416666666666667,0.6
"5","1/2*3/5","*","1/2","3/5","fraction","fraction","rational","fraction",0.5,0.6
"5","2/3*4/5","*","2/3","4/5","fraction","fraction","rational","fraction",0.666666666666667,0.8
"5","1/3*5/8","*","1/3","5/8","fraction","fraction","rational","fraction",0.333333333333333,0.625
"5","4*1/5","*","4","1/5","whole","fraction","rational","fraction",4,0.2
"5","2*1/8","*","2","1/8","whole","fraction","rational","fraction",2,0.125
"5","4/9*4/5","*","4/9","4/5","fraction","fraction","rational","fraction",0.444444444444444,0.8
"5","1/12*2/3","*","1/12","2/3","fraction","fraction","rational","fraction",0.0833333333333333,0.666666666666667
"5","1/7*30","*","1/7","30","fraction","whole","rational","fraction",0.142857142857143,30
"5","2/5*4/7","*","2/5","4/7","fraction","fraction","rational","fraction",0.4,0.571428571428571
"5","7/8*4/5","*","7/8","4/5","fraction","fraction","rational","fraction",0.875,0.8
"5","2/3*8/8","*","2/3","8/8","fraction","fraction","rational","fraction",0.666666666666667,1
"5","5*4/5","*","5","4/5","whole","fraction","rational","fraction",5,0.8
"5","3*1/6","*","3","1/6","whole","fraction","rational","fraction",3,0.166666666666667
"5","5/9*3/4","*","5/9","3/4","fraction","fraction","rational","fraction",0.555555555555556,0.75
"5","4/7*1/2","*","4/7","1/2","fraction","fraction","rational","fraction",0.571428571428571,0.5
"5","1/8*20","*","1/8","20","fraction","whole","rational","fraction",0.125,20
"5","2/3*6","*","2/3","6","fraction","whole","rational","fraction",0.666666666666667,6
"5","4/5*7","*","4/5","7","fraction","whole","rational","fraction",0.8,7
"5","8*5/7","*","8","5/7","whole","fraction","rational","fraction",8,0.714285714285714
"5","7/8*3/8","*","7/8","3/8","fraction","fraction","rational","fraction",0.875,0.375
"5","1/2*3/4","*","1/2","3/4","fraction","fraction","rational","fraction",0.5,0.75
"5","7/8*4/7","*","7/8","4/7","fraction","fraction","rational","fraction",0.875,0.571428571428571
"5","2*3/11","*","2","3/11","whole","fraction","rational","fraction",2,0.272727272727273
"5","5/8*2/3","*","5/8","2/3","fraction","fraction","rational","fraction",0.625,0.666666666666667
"5","7/12*8","*","7/12","8","fraction","whole","rational","fraction",0.583333333333333,8
"5","1 2/3*1 1/3","*","1 2/3","1 1/3","mixed","mixed","rational","fraction",1.66666666666667,1.33333333333333
"5","1 3/4*1 2/4","*","1 3/4","1 2/4","mixed","mixed","rational","fraction",1.75,1.5
"5","1 1/4*1 1/2","*","1 1/4","1 1/2","mixed","mixed","rational","fraction",1.25,1.5
"5","1 1/3*2 1/2","*","1 1/3","2 1/2","mixed","mixed","rational","fraction",1.33333333333333,2.5
"5","1 3/8*2 1/2","*","1 3/8","2 1/2","mixed","mixed","rational","fraction",1.375,2.5
"5","1 1/9*1 2/3","*","1 1/9","1 2/3","mixed","mixed","rational","fraction",1.11111111111111,1.66666666666667
"5","1 2/3*2 1/3","*","1 2/3","2 1/3","mixed","mixed","rational","fraction",1.66666666666667,2.33333333333333
"5","1 3/4*2 1/2","*","1 3/4","2 1/2","mixed","mixed","rational","fraction",1.75,2.5
"5","2 2/3*1 1/3","*","2 2/3","1 1/3","mixed","mixed","rational","fraction",2.66666666666667,1.33333333333333
"5","3 3/4*2 1/2","*","3 3/4","2 1/2","mixed","mixed","rational","fraction",3.75,2.5
"5","1 1/8*2 1/3","*","1 1/8","2 1/3","mixed","mixed","rational","fraction",1.125,2.33333333333333
"5","3/4*6 5/6","*","3/4","6 5/6","fraction","mixed","rational","fraction",0.75,6.83333333333333
"5","16*2 1/2","*","16","2 1/2","whole","mixed","rational","fraction",16,2.5
"5","1 4/5*15","*","1 4/5","15","mixed","whole","rational","fraction",1.8,15
"5","3/4*1 1/2","*","3/4","1 1/2","fraction","mixed","rational","fraction",0.75,1.5
"5","4 2/5*1 1/2","*","4 2/5","1 1/2","mixed","mixed","rational","fraction",4.4,1.5
"5","5 1/3*3/4","*","5 1/3","3/4","mixed","fraction","rational","fraction",5.33333333333333,0.75
"5","2 1/2*1 1/5","*","2 1/2","1 1/5","mixed","mixed","rational","fraction",2.5,1.2
"5","1 1/7*1 3/4","*","1 1/7","1 3/4","mixed","mixed","rational","fraction",1.14285714285714,1.75
"5","8 1/3*3/5","*","8 1/3","3/5","mixed","fraction","rational","fraction",8.33333333333333,0.6
"5","2 5/8*1 2/3","*","2 5/8","1 2/3","mixed","mixed","rational","fraction",2.625,1.66666666666667
"5","5 1/2*3 1/3","*","5 1/2","3 1/3","mixed","mixed","rational","fraction",5.5,3.33333333333333
"5","7 1/5*2 1/6","*","7 1/5","2 1/6","mixed","mixed","rational","fraction",7.2,2.16666666666667
"5","2/3*4 1/5","*","2/3","4 1/5","fraction","mixed","rational","fraction",0.666666666666667,4.2
"5","2 2/5*1 1/4","*","2 2/5","1 1/4","mixed","mixed","rational","fraction",2.4,1.25
"5","4 2/5*10","*","4 2/5","10","mixed","whole","rational","fraction",4.4,10
"5","26*2 1/2","*","26","2 1/2","whole","mixed","rational","fraction",26,2.5
"5","6*3 2/3","*","6","3 2/3","whole","mixed","rational","fraction",6,3.66666666666667
"5","9*3","*","9","3","whole","whole","whole","SD_whole",9,3
"5","4*10","*","4","10","whole","whole","whole","MD_whole",4,10
"5","1:1/3",":","1","1/3","whole","fraction","rational","fraction",1,0.333333333333333
"5","3:1/4",":","3","1/4","whole","fraction","rational","fraction",3,0.25
"5","1/5:2",":","1/5","2","fraction","whole","rational","fraction",0.2,2
"5","1:1/5",":","1","1/5","whole","fraction","rational","fraction",1,0.2
"5","1/6:3",":","1/6","3","fraction","whole","rational","fraction",0.166666666666667,3
"5","4:1/6",":","4","1/6","whole","fraction","rational","fraction",4,0.166666666666667
"5","3:1/3",":","3","1/3","whole","fraction","rational","fraction",3,0.333333333333333
"5","1/4:6",":","1/4","6","fraction","whole","rational","fraction",0.25,6
"5","5:1/4",":","5","1/4","whole","fraction","rational","fraction",5,0.25
"5","3:1/2",":","3","1/2","whole","fraction","rational","fraction",3,0.5
"5","1:1/4",":","1","1/4","whole","fraction","rational","fraction",1,0.25
"5","1/2:2",":","1/2","2","fraction","whole","rational","fraction",0.5,2
"5","1/3:4",":","1/3","4","fraction","whole","rational","fraction",0.333333333333333,4
"5","2:1/6",":","2","1/6","whole","fraction","rational","fraction",2,0.166666666666667
"5","1/4:3",":","1/4","3","fraction","whole","rational","fraction",0.25,3
"5","2:1/8",":","2","1/8","whole","fraction","rational","fraction",2,0.125
"5","2:1/3",":","2","1/3","whole","fraction","rational","fraction",2,0.333333333333333
"5","7*63","*","7","63","whole","whole","whole","MD_whole",7,63
"5","54.38+29.7","+","54.38","29.7","decimal","decimal","rational","decimal",54.38,29.7
"5","100*5.98","*","100","5.98","whole","decimal","rational","decimal",100,5.98
"5","1000*5.98","*","1000","5.98","whole","decimal","rational","decimal",1000,5.98
"6","3/4:3/16",":","3/4","3/16","fraction","fraction","rational","fraction",0.75,0.1875
"6","8*15","*","8","15","whole","whole","whole","MD_whole",8,15
"6","6*17","*","6","17","whole","whole","whole","MD_whole",6,17
"6","27+18","+","27","18","whole","whole","whole","MD_whole",27,18
"6","120+36","+","120","36","whole","whole","whole","MD_whole",120,36
"6","9+35","+","9","35","whole","whole","whole","MD_whole",9,35
"6","36+45","+","36","45","whole","whole","whole","MD_whole",36,45
"6","75+90","+","75","90","whole","whole","whole","MD_whole",75,90
"6","56+64","+","56","64","whole","whole","whole","MD_whole",56,64
"6","48+14","+","48","14","whole","whole","whole","MD_whole",48,14
"6","30+54","+","30","54","whole","whole","whole","MD_whole",30,54
"6","24+40","+","24","40","whole","whole","whole","MD_whole",24,40
"6","55+66","+","55","66","whole","whole","whole","MD_whole",55,66
"6","49+63","+","49","63","whole","whole","whole","MD_whole",49,63
"6","40+25","+","40","25","whole","whole","whole","MD_whole",40,25
"6","63+15","+","63","15","whole","whole","whole","MD_whole",63,15
"6","32+20","+","32","20","whole","whole","whole","MD_whole",32,20
"6","18+27","+","18","27","whole","whole","whole","MD_whole",18,27
"6","15+45","+","15","45","whole","whole","whole","MD_whole",15,45
"6","9+27","+","9","27","whole","whole","whole","MD_whole",9,27
"6","6*5","*","6","5","whole","whole","whole","SD_whole",6,5
"6","8*9","*","8","9","whole","whole","whole","SD_whole",8,9
"6","10*11","*","10","11","whole","whole","whole","MD_whole",10,11
"6","7*8","*","7","8","whole","whole","whole","SD_whole",7,8
"6","9*7","*","9","7","whole","whole","whole","SD_whole",9,7
"6","8*6","*","8","6","whole","whole","whole","SD_whole",8,6
"6","9*11","*","9","11","whole","whole","whole","MD_whole",9,11
"6","11*12","*","11","12","whole","whole","whole","MD_whole",11,12
"6","1/6*3/5","*","1/6","3/5","fraction","fraction","rational","fraction",0.166666666666667,0.6
"6","3/4*7/9","*","3/4","7/9","fraction","fraction","rational","fraction",0.75,0.777777777777778
"6","3/7*2/3","*","3/7","2/3","fraction","fraction","rational","fraction",0.428571428571429,0.666666666666667
"6","4/5*2/7","*","4/5","2/7","fraction","fraction","rational","fraction",0.8,0.285714285714286
"6","7/10*8/21","*","7/10","8/21","fraction","fraction","rational","fraction",0.7,0.380952380952381
"6","6/7*1/6","*","6/7","1/6","fraction","fraction","rational","fraction",0.857142857142857,0.166666666666667
"6","5/8*24","*","5/8","24","fraction","whole","rational","fraction",0.625,24
"6","3/5*20","*","3/5","20","fraction","whole","rational","fraction",0.6,20
"6","1/3*8","*","1/3","8","fraction","whole","rational","fraction",0.333333333333333,8
"6","1/4*14","*","1/4","14","fraction","whole","rational","fraction",0.25,14
"6","3 7/10*7","*","3 7/10","7","mixed","whole","rational","fraction",3.7,7
"6","2 3/10*10","*","2 3/10","10","mixed","whole","rational","fraction",2.3,10
"6","5/14+1/6","+","5/14","1/6","fraction","fraction","rational","fraction",0.357142857142857,0.166666666666667
"6","5/12-3/20","-","5/12","3/20","fraction","fraction","rational","fraction",0.416666666666667,0.15
"6","5/12-3/8","-","5/12","3/8","fraction","fraction","rational","fraction",0.416666666666667,0.375
"6","1 3/10+1/4","+","1 3/10","1/4","mixed","fraction","rational","fraction",1.3,0.25
"6","2/3+6 1/5","+","2/3","6 1/5","fraction","mixed","rational","fraction",0.666666666666667,6.2
"6","3 1/6-1/7","-","3 1/6","1/7","mixed","fraction","rational","fraction",3.16666666666667,0.142857142857143
"6","1/2*5/8","*","1/2","5/8","fraction","fraction","rational","fraction",0.5,0.625
"6","3/5*5/9","*","3/5","5/9","fraction","fraction","rational","fraction",0.6,0.555555555555556
"6","3/8*2/5","*","3/8","2/5","fraction","fraction","rational","fraction",0.375,0.4
"6","2 3/8*16","*","2 3/8","16","mixed","whole","rational","fraction",2.375,16
"6","1 4/5*5/12","*","1 4/5","5/12","mixed","fraction","rational","fraction",1.8,0.416666666666667
"6","1 2/10*5","*","1 2/10","5","mixed","whole","rational","fraction",1.2,5
"6","3/8+5/24","+","3/8","5/24","fraction","fraction","rational","fraction",0.375,0.208333333333333
"6","1/20+5/12","+","1/20","5/12","fraction","fraction","rational","fraction",0.05,0.416666666666667
"6","9/20-1/4","-","9/20","1/4","fraction","fraction","rational","fraction",0.45,0.25
"6","9/10-3/14","-","9/10","3/14","fraction","fraction","rational","fraction",0.9,0.214285714285714
"6","3 3/8+5/12","+","3 3/8","5/12","mixed","fraction","rational","fraction",3.375,0.416666666666667
"6","5 7/10-5/18","-","5 7/10","5/18","mixed","fraction","rational","fraction",5.7,0.277777777777778
"6","7/2*6/12","*","7/2","6/12","fraction","fraction","rational","fraction",3.5,0.5
"6","7/1:4/3",":","7/1","4/3","fraction","fraction","rational","fraction",7,1.33333333333333
"6","2 2/4:2/4",":","2 2/4","2/4","mixed","fraction","rational","fraction",2.5,0.5
"6","4/6:1/6",":","4/6","1/6","fraction","fraction","rational","fraction",0.666666666666667,0.166666666666667
"6","8/2:1/2",":","8/2","1/2","fraction","fraction","rational","fraction",4,0.5
"6","6/7*7/2","*","6/7","7/2","fraction","fraction","rational","fraction",0.857142857142857,3.5
"6","5/8*8/3","*","5/8","8/3","fraction","fraction","rational","fraction",0.625,2.66666666666667
"6","1/6*6/5","*","1/6","6/5","fraction","fraction","rational","fraction",0.166666666666667,1.2
"6","1/4*3/1","*","1/4","3/1","fraction","fraction","rational","fraction",0.25,3
"6","9/10:2/5",":","9/10","2/5","fraction","fraction","rational","fraction",0.9,0.4
"6","9/10:3/5",":","9/10","3/5","fraction","fraction","rational","fraction",0.9,0.6
"6","4/3:5/3",":","4/3","5/3","fraction","fraction","rational","fraction",1.33333333333333,1.66666666666667
"6","3/10:4/5",":","3/10","4/5","fraction","fraction","rational","fraction",0.3,0.8
"6","1/2:2/5",":","1/2","2/5","fraction","fraction","rational","fraction",0.5,0.4
"6","4 1/4:3/4",":","4 1/4","3/4","mixed","fraction","rational","fraction",4.25,0.75
"6","1 1/2:2 1/4",":","1 1/2","2 1/4","mixed","mixed","rational","fraction",1.5,2.25
"6","4:1 1/8",":","4","1 1/8","whole","mixed","rational","fraction",4,1.125
"6","3 1/5:1 1/7",":","3 1/5","1 1/7","mixed","mixed","rational","fraction",3.2,1.14285714285714
"6","8 1/3:2 1/2",":","8 1/3","2 1/2","mixed","mixed","rational","fraction",8.33333333333333,2.5
